team_id,team_name,region_league,team_url
8jQErKhN,Feirense,PORTUGAL - Liga Portugal 2,https://www.flashscore.com/team/torreense/8jQErKhN/
EXTWwqkE,Cacereno,SPAIN - Primera RFEF - Group 1,https://www.flashscore.com/team/cacereno/EXTWwqkE/
pGGsv0di,Zamora,SPAIN - Primera RFEF - Group 1,https://www.flashscore.com/team/zamora/pGGsv0di/
8Y886Yuh,Vega Real,DOMINICAN REPUBLIC - LDF,https://www.flashscore.com/team/delfines-del-este/8Y886Yuh/
MZLJ5HwG,Delfines Del Este,DOMINICAN REPUBLIC - LDF,https://www.flashscore.com/team/vega-real/MZLJ5HwG/
O6NoLMzb,Prison Service,TRINIDAD AND TOBAGO - TT Premier League,https://www.flashscore.com/team/defence-force/O6NoLMzb/
vmwJnK7p,Defence Force,TRINIDAD AND TOBAGO - TT Premier League,https://www.flashscore.com/team/prison-service/vmwJnK7p/
E73wbMvs,Indonesia U22,ASIA - Southeast Asian Games,https://www.flashscore.com/team/indonesia/E73wbMvs/
fcFt0RLu,Myanmar U22,ASIA - Southeast Asian Games,https://www.flashscore.com/team/myanmar/fcFt0RLu/
2J7jacL6,Central Coast Mariners,AUSTRALIA - A-League,https://www.flashscore.com/team/auckland-fc/2J7jacL6/
Wzp1wFWg,Auckland FC,AUSTRALIA - A-League,https://www.flashscore.com/team/central-coast/Wzp1wFWg/
lfOwgkx5,Perth W,AUSTRALIA - A-League Women,https://www.flashscore.com/team/perth/lfOwgkx5/
YTnQRHr5,Wellington Phoenix W,AUSTRALIA - A-League Women,https://www.flashscore.com/team/wellington-phoenix/YTnQRHr5/
dOdvIwtg,Stripfing,AUSTRIA - 2. Liga,https://www.flashscore.com/team/stripfing/dOdvIwtg/
8IZ6QvUS,Sturm Graz II,AUSTRIA - 2. Liga,https://www.flashscore.com/team/sturm/8IZ6QvUS/
Wbd1dyAk,Arambagh,BANGLADESH - BFL,https://www.flashscore.com/team/arambagh/Wbd1dyAk/
MuG3yiYp,Brothers U.,BANGLADESH - BFL,https://www.flashscore.com/team/brothers-u/MuG3yiYp/
vBusGp2f,Rahmatgonj MFS,BANGLADESH - BFL,https://www.flashscore.com/team/fortis/vBusGp2f/
WvSZCTKs,Fortis,BANGLADESH - BFL,https://www.flashscore.com/team/rahmatgonj-mfs/WvSZCTKs/
tryqNMHF,Always Ready,BOLIVIA - Division Profesional,https://www.flashscore.com/team/always-ready/tryqNMHF/
vmm0pHsM,Guabira,BOLIVIA - Division Profesional,https://www.flashscore.com/team/guabira/vmm0pHsM/
WImzpcSF,Bolivar,BOLIVIA - Division Profesional,https://www.flashscore.com/team/bolivar/WImzpcSF/
AoMZyUBM,SA Bulo Bulo,BOLIVIA - Division Profesional,https://www.flashscore.com/team/san-antonio-bulo-bulo/AoMZyUBM/
Wfi42xS2,Tomayapo,BOLIVIA - Division Profesional,https://www.flashscore.com/team/the-strongest/Wfi42xS2/
SlIKwGVI,The Strongest,BOLIVIA - Division Profesional,https://www.flashscore.com/team/tomayapo/SlIKwGVI/
AVsHc14R,Olancho,HONDURAS - Liga Nacional - Apertura - Triangulares,https://www.flashscore.com/team/marathon/AVsHc14R/
zNptCNel,Marathon,HONDURAS - Liga Nacional - Apertura - Triangulares,https://www.flashscore.com/team/olancho/zNptCNel/
tEbXWFBs,Parma U20,ITALY - Primavera 1,https://www.flashscore.com/team/monza/tEbXWFBs/
pnUJfhb5,Monza U20,ITALY - Primavera 1,https://www.flashscore.com/team/parma/pnUJfhb5/
pfDrVtbe,Waterhouse,JAMAICA - Premier League,https://www.flashscore.com/team/portmore/pfDrVtbe/
jL5z86u6,Portmore,JAMAICA - Premier League,https://www.flashscore.com/team/waterhouse/jL5z86u6/
SvESL5I7,Al Kuwait,BANGLADESH - BFL - ROUND 6,https://www.flashscore.com/team/al-kuwait/SvESL5I7/
0nBNQR0n,Al Ansar,LEBANON - PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/team/al-ansar/0nBNQR0n/
xx8n54PO,Al Seeb,BANGLADESH - BFL - ROUND 6,https://www.flashscore.com/team/al-seeb/xx8n54PO/
WMZvNPvn,PWD Sports Club,BANGLADESH - BFL - ROUND 6,https://www.flashscore.com/team/pwd-sports-club/WMZvNPvn/
OAyhonEt,Al Karamah,BANGLADESH - BFL - ROUND 6,https://www.flashscore.com/team/al-karamah/OAyhonEt/
ImWrQgcO,Fakirerpool YMC,BANGLADESH - BFL - ROUND 6,https://www.flashscore.com/team/fakirerpool-ymc/ImWrQgcO/
fVCqgPH3,Mohammedan,BANGLADESH - BFL - ROUND 6,https://www.flashscore.com/team/mohammedan/fVCqgPH3/
IJIz8OYm,Bangladesh Police,BANGLADESH - BFL - ROUND 6,https://www.flashscore.com/team/bangladesh-police/IJIz8OYm/
pQPEA10Q,Boluspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/boluspor/pQPEA10Q/
ENFkH8NH,Hatayspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/hatayspor/ENFkH8NH/
K0zmTxp3,Adana Demirspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/adana-demirspor/K0zmTxp3/
tOinx4lk,Keciorengucu,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/keciorengucu/tOinx4lk/
A9gDc83I,Adana Demirspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/adana-demirspor/A9gDc83I/
6o783Ei5,Vanspor FK,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/vanspor-fk/6o783Ei5/
2Jzfymql,Sakaryaspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/sakaryaspor/2Jzfymql/
dQVdH97o,Adana Demirspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/adana-demirspor/dQVdH97o/
fNtKGmxb,Sariyer,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/sariyer/fNtKGmxb/
OvblvwLr,Boluspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/boluspor/OvblvwLr/
xQZ3CpVE,Erzurumspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/erzurumspor/xQZ3CpVE/
l0df9GDm,Kahta,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/kahta/l0df9GDm/
EHdgkFvm,Boluspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/boluspor/EHdgkFvm/
8rZvLOl2,Bandirmaspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/bandirmaspor/8rZvLOl2/
tAyqUIUd,Boluspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/boluspor/tAyqUIUd/
0vne21BK,Boluspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/boluspor/0vne21BK/
rPvKSntq,Erokspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/erokspor/rPvKSntq/
bwbQIDxd,Boluspor,TURKEY - 1. LIG - ROUND 17,https://www.flashscore.com/team/boluspor/bwbQIDxd/
xU9afFkD,Kakamega Homeboyz,KENYA - PREMIER LEAGUE - ROUND 13,https://www.flashscore.com/team/kakamega-homeboyz/xU9afFkD/
KzxaGb9r,Shabana,KENYA - PREMIER LEAGUE - ROUND 13,https://www.flashscore.com/team/shabana/KzxaGb9r/
EkWjHR8e,Kariobangi Sharks,KENYA - PREMIER LEAGUE - ROUND 13,https://www.flashscore.com/team/kariobangi-sharks/EkWjHR8e/
AX15Kdd9,Mathare Utd.,KENYA - PREMIER LEAGUE - ROUND 13,https://www.flashscore.com/team/mathare-utd./AX15Kdd9/
UBYgXJJb,Mathare Utd.,KENYA - PREMIER LEAGUE - ROUND 13,https://www.flashscore.com/team/mathare-utd./UBYgXJJb/
GWtFfl5B,Shabana,KENYA - PREMIER LEAGUE - ROUND 13,https://www.flashscore.com/team/shabana/GWtFfl5B/
YJdDMY7P,Bidco United,KENYA - PREMIER LEAGUE - ROUND 13,https://www.flashscore.com/team/bidco-united/YJdDMY7P/
b9c0Ziqo,Shabana,KENYA - PREMIER LEAGUE - ROUND 13,https://www.flashscore.com/team/shabana/b9c0Ziqo/
pQ6ezCoj,Smederevo,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/smederevo/pQ6ezCoj/
M9OiD6qE,Vozdovac,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/vozdovac/M9OiD6qE/
j3gSl0Lg,Dinamo Jug,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/dinamo-jug/j3gSl0Lg/
Sjsw0IKI,Dinamo Jug,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/dinamo-jug/Sjsw0IKI/
jPKLWwg4,Dinamo Jug,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/dinamo-jug/jPKLWwg4/
MLWlhIfn,Usce,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/usce/MLWlhIfn/
xvDc9QS5,Usce,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/usce/xvDc9QS5/
S6MBKdJS,Tekstilac Odzaci,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/tekstilac-odzaci/S6MBKdJS/
tdjrAZR4,Usce,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/usce/tdjrAZR4/
S6zFv88H,Vrsac,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/vrsac/S6zFv88H/
CzoABfnj,Trayal Krusevac,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/trayal-krusevac/CzoABfnj/
xQYRIT2N,Dinamo Jug,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/dinamo-jug/xQYRIT2N/
bij7d3qi,Loznica,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/loznica/bij7d3qi/
lQrZNoHb,Dinamo Jug,SERBIA - MOZZART BET PRVA LIGA - ROUND 22,https://www.flashscore.com/team/dinamo-jug/lQrZNoHb/
Y54TCLNF,Bazar Brothers,SEYCHELLES - PREMIER LEAGUE - ROUND 7,https://www.flashscore.com/team/bazar-brothers/Y54TCLNF/
rRcIGQOR,Saint Louis,SEYCHELLES - PREMIER LEAGUE - ROUND 7,https://www.flashscore.com/team/saint-louis/rRcIGQOR/
zLwAvKwG,Bel Air,SEYCHELLES - PREMIER LEAGUE - ROUND 7,https://www.flashscore.com/team/bel-air/zLwAvKwG/
vBqEk5c4,Bel Air,SEYCHELLES - PREMIER LEAGUE - ROUND 7,https://www.flashscore.com/team/bel-air/vBqEk5c4/
8URGh845,Stade d'Abidjan,SEYCHELLES - PREMIER LEAGUE - ROUND 7,https://www.flashscore.com/team/stade-d'abidjan/8URGh845/
Cpw9hIRT,Racing,LEBANON - PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/team/racing/Cpw9hIRT/
hEFSbYf4,Safa,LEBANON - PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/team/safa/hEFSbYf4/
Qyeqi55k,Al Hikma,LEBANON - PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/team/al-hikma/Qyeqi55k/
Gh0WeCPG,Al-Mabarrah,LEBANON - PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/team/al-mabarrah/Gh0WeCPG/
ngjsT3hU,Nejmeh SC,LEBANON - PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/team/nejmeh-sc/ngjsT3hU/
fVQaveIc,Bourj FC,LEBANON - PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/team/bourj-fc/fVQaveIc/
6ZIScJd4,Bourj FC,LEBANON - PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/team/bourj-fc/6ZIScJd4/
x0AZzP5L,Al Ahed,LEBANON - PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/team/al-ahed/x0AZzP5L/
bFEJzUd3,Al Riyadi Abbasiyah,LEBANON - PREMIER LEAGUE - ROUND 9,https://www.flashscore.com/team/al-riyadi-abbasiyah/bFEJzUd3/
YDWdVoCd,Chonburi,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/chonburi/YDWdVoCd/
2yziZgpF,Rayong FC,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/rayong-fc/2yziZgpF/
KQyceoMu,Kanchanaburi,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/kanchanaburi/KQyceoMu/
r3QHlQs7,Buriram,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/buriram/r3QHlQs7/
hI9jm0Hq,Pathum United,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/pathum-united/hI9jm0Hq/
2LddyUJM,Police Tero,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/police-tero/2LddyUJM/
lKndTaXN,Kanchanaburi,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/kanchanaburi/lKndTaXN/
Ori0c7SL,Chiangrai Utd,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/chiangrai-utd/Ori0c7SL/
vRlEPIv3,Uthai Thani,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/uthai-thani/vRlEPIv3/
UcjkBSc4,Kanchanaburi,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/kanchanaburi/UcjkBSc4/
0bII4Ro6,Nara,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/nara/0bII4Ro6/
Yov9ooRk,Kanchanaburi,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/kanchanaburi/Yov9ooRk/
ImxRTbnJ,Lamphun Warrior,THAILAND - THAI LEAGUE 1 - ROUND 15,https://www.flashscore.com/team/lamphun-warrior/ImxRTbnJ/
CfPZn6fq,Jeddah,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/jeddah/CfPZn6fq/
hnItl5OL,Al Jandal,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/al-jandal/hnItl5OL/
WfHC8geK,Al Raed,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/al-raed/WfHC8geK/
AsIgIB3d,Al-Ula,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/al-ula/AsIgIB3d/
tIq6HsLN,Al Anwar,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/al-anwar/tIq6HsLN/
8f20POYF,Al Arabi,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/al-arabi/8f20POYF/
fqHipWm7,Al Wehda,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/al-wehda/fqHipWm7/
ruiBiPF5,Abha,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/abha/ruiBiPF5/
A3ZAc2rn,Al Orubah,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/al-orubah/A3ZAc2rn/
Gzqmz0ya,Al Shabab,QATAR - QSL CUP - ROUND 9,https://www.flashscore.com/team/al-shabab/Gzqmz0ya/
IiU3CHMA,Al Taee,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/al-taee/IiU3CHMA/
rTsOwLSH,Al Adalah,SAUDI ARABIA - DIVISION 1 - ROUND 11,https://www.flashscore.com/team/al-adalah/rTsOwLSH/
j3OAwu2L,Ironi Modiin,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/ironi-modiin/j3OAwu2L/
lYq1YfjK,Bnei Yehuda,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/bnei-yehuda/lYq1YfjK/
2ycki2Lp,H. Raanana,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/h.-raanana/2ycki2Lp/
fucQuOnS,Nof Hagalil,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/nof-hagalil/fucQuOnS/
GArUznJ9,Holon Yermiyahu,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/holon-yermiyahu/GArUznJ9/
pEhouXc0,Hapoel Kfar Saba,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/hapoel-kfar-saba/pEhouXc0/
jkaf0sAK,Tshikas,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/tshikas/jkaf0sAK/
4fNDMVJo,Simba,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/simba/4fNDMVJo/
rJfKh7qN,Mazembe,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/mazembe/rJfKh7qN/
d0ovafZr,Don Bosco,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/don-bosco/d0ovafZr/
vPRfquoq,Tshikas,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/tshikas/vPRfquoq/
A7EU2hKp,Tshikas,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/tshikas/A7EU2hKp/
6XXWPpSs,US Panda,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/us-panda/6XXWPpSs/
x2ltaKrq,Don Bosco,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/don-bosco/x2ltaKrq/
Sv4ZfUyS,Tshikas,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/tshikas/Sv4ZfUyS/
YFwNANXN,Tshikas,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/tshikas/YFwNANXN/
MPeIl2Lh,Tshikas,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/tshikas/MPeIl2Lh/
ObAh2h9o,Groupe Bazano,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/groupe-bazano/ObAh2h9o/
IVLgRZlm,St Eloi Lupopo,DR CONGO - LIGUE 1 - ROUND 5,https://www.flashscore.com/team/st-eloi-lupopo/IVLgRZlm/
p4VWSYDs,M. Herzliya,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/m.-herzliya/p4VWSYDs/
lOlgXWps,MS Kafr Qasim,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/ms-kafr-qasim/lOlgXWps/
dO5fUI4j,SC Dimona,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/sc-dimona/dO5fUI4j/
AP8MR2hC,H. Ironi Rishon,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/h.-ironi-rishon/AP8MR2hC/
QquC7OT6,Hapoel Sderot,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/hapoel-sderot/QquC7OT6/
xIfobIQp,Hap. Ramat Gan,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/hap.-ramat-gan/xIfobIQp/
QNIKZx6d,MS Kafr Qasim,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/ms-kafr-qasim/QNIKZx6d/
d2yi8As6,M. Nazareth,ISRAEL - LEUMIT LEAGUE - ROUND 15,https://www.flashscore.com/team/m.-nazareth/d2yi8As6/
tnmMpaCE,Lazio U20,ITALY - PRIMAVERA 1 - ROUND 15,https://www.flashscore.com/team/lazio-u20/tnmMpaCE/
ju9PNY1N,Cagliari U20,ITALY - PRIMAVERA 1 - ROUND 15,https://www.flashscore.com/team/cagliari-u20/ju9PNY1N/
KrX7Gyx7,Verona U20,ITALY - PRIMAVERA 1 - ROUND 15,https://www.flashscore.com/team/verona-u20/KrX7Gyx7/
Q9VVMjSi,AC Milan U20,ITALY - PRIMAVERA 1 - ROUND 15,https://www.flashscore.com/team/ac-milan-u20/Q9VVMjSi/
x6Gk5894,Juventus U20,ITALY - PRIMAVERA 1 - ROUND 15,https://www.flashscore.com/team/juventus-u20/x6Gk5894/
Y9dt9cjl,APR,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/apr/Y9dt9cjl/
K2wpu2Oe,Police,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/police/K2wpu2Oe/
Ior3fTEA,Gasogi United,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/gasogi-united/Ior3fTEA/
lWbeaW9A,Gasogi United,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/gasogi-united/lWbeaW9A/
G2rukZmc,AS Kigali,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/as-kigali/G2rukZmc/
UXPL3a3r,Gasogi United,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/gasogi-united/UXPL3a3r/
bgxlvMw2,Marines,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/marines/bgxlvMw2/
xvlutr9k,Amagaju,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/amagaju/xvlutr9k/
OzpysOgq,Muhanga,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/muhanga/OzpysOgq/
A7FS3VKA,Rayon Sport,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/rayon-sport/A7FS3VKA/
fNg5jBf1,Kiyovu,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/kiyovu/fNg5jBf1/
SKx51sGI,Bugesera,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/bugesera/SKx51sGI/
viwgne3n,Gasogi United,RWANDA - PREMIER LEAGUE,https://www.flashscore.com/team/gasogi-united/viwgne3n/
IPUH0qvc,NEC FC,UGANDA - PREMIER LEAGUE - ROUND 10,https://www.flashscore.com/team/nec-fc/IPUH0qvc/
O6V1NhPB,Police,UGANDA - PREMIER LEAGUE - ROUND 10,https://www.flashscore.com/team/police/O6V1NhPB/
612q3z1G,NEC FC,UGANDA - PREMIER LEAGUE - ROUND 10,https://www.flashscore.com/team/nec-fc/612q3z1G/
ALztxK6e,NEC FC,UGANDA - PREMIER LEAGUE - ROUND 10,https://www.flashscore.com/team/nec-fc/ALztxK6e/
ziQnnPsF,Lugazi,UGANDA - PREMIER LEAGUE - ROUND 10,https://www.flashscore.com/team/lugazi/ziQnnPsF/
naKVehgj,Vipers,UGANDA - PREMIER LEAGUE - ROUND 10,https://www.flashscore.com/team/vipers/naKVehgj/
pv9Nf2KF,OLS Oulu,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ols-oulu/pv9Nf2KF/
Ch9A601r,OLS Oulu,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ols-oulu/Ch9A601r/
8p4EGtjG,OLS Oulu,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ols-oulu/8p4EGtjG/
KIShoMk3,OLS Oulu,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ols-oulu/KIShoMk3/
jP17GPBG,Tampere Utd,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/tampere-utd/jP17GPBG/
tfdW35Jm,OLS Oulu,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ols-oulu/tfdW35Jm/
l0MGhMjn,Inter Turku 2,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/inter-turku-2/l0MGhMjn/
nLBbqJDS,AC Oulu,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ac-oulu/nLBbqJDS/
C8bOhcyj,AC Oulu,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ac-oulu/C8bOhcyj/
8GveH5dA,VPS,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/vps/8GveH5dA/
zsgwCpdF,KTP,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ktp/zsgwCpdF/
6oug4RRc,Haka,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/haka/6oug4RRc/
faEPan8O,AC Oulu,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ac-oulu/faEPan8O/
Aa28K98n,AC Oulu,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ac-oulu/Aa28K98n/
nmjJVR7B,AC Oulu,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ac-oulu/nmjJVR7B/
pYGmWmwa,Ilves,WORLD - CLUB FRIENDLY,https://www.flashscore.com/team/ilves/pYGmWmwa/
2gUHsxs4,Kryvbas,UKRAINE - PREMIER LEAGUE - ROUND 16,https://www.flashscore.com/team/kryvbas/2gUHsxs4/
pQAxlRVL,Kudrivka,UKRAINE - PREMIER LEAGUE - ROUND 16,https://www.flashscore.com/team/kudrivka/pQAxlRVL/
j9Wy32w4,FK Zorya Luhansk,UKRAINE - PREMIER LEAGUE - ROUND 16,https://www.flashscore.com/team/fk-zorya-luhansk/j9Wy32w4/
2m6zvQp5,LNZ Cherkasy,UKRAINE - PREMIER LEAGUE - ROUND 16,https://www.flashscore.com/team/lnz-cherkasy/2m6zvQp5/
f3sGNX3j,Metalist 1925,UKRAINE - PREMIER LEAGUE - ROUND 16,https://www.flashscore.com/team/metalist-1925/f3sGNX3j/
nNpqXMwH,Kudrivka,UKRAINE - PREMIER LEAGUE - ROUND 16,https://www.flashscore.com/team/kudrivka/nNpqXMwH/
OfzUZGy6,Obolon,UKRAINE - PREMIER LEAGUE - ROUND 16,https://www.flashscore.com/team/obolon/OfzUZGy6/
YXCnrQFG,AS Penarol,REPUBLIC OF THE CONGO - LIGUE 1 - ROUND 14,https://www.flashscore.com/team/as-penarol/YXCnrQFG/
dISk7gAI,Etoile du Congo,REPUBLIC OF THE CONGO - LIGUE 1 - ROUND 14,https://www.flashscore.com/team/etoile-du-congo/dISk7gAI/
Ekg2xeqe,Racine,REPUBLIC OF THE CONGO - LIGUE 1 - ROUND 14,https://www.flashscore.com/team/racine/Ekg2xeqe/
pzvdYN26,Patronage Sainte-Anne,REPUBLIC OF THE CONGO - LIGUE 1 - ROUND 14,https://www.flashscore.com/team/patronage-sainte-anne/pzvdYN26/
xlWrOB3I,Diables Noirs,REPUBLIC OF THE CONGO - LIGUE 1 - ROUND 14,https://www.flashscore.com/team/diables-noirs/xlWrOB3I/
0GuF1aSS,Otoho d'Oyo,REPUBLIC OF THE CONGO - LIGUE 1 - ROUND 14,https://www.flashscore.com/team/otoho-d'oyo/0GuF1aSS/
AutlQkBd,CARA Brazzaville,REPUBLIC OF THE CONGO - LIGUE 1 - ROUND 14,https://www.flashscore.com/team/cara-brazzaville/AutlQkBd/
Ikahl7Q3,Juk,REPUBLIC OF THE CONGO - LIGUE 1 - ROUND 14,https://www.flashscore.com/team/juk/Ikahl7Q3/
6quhZ3m0,Juk,REPUBLIC OF THE CONGO - LIGUE 1 - ROUND 14,https://www.flashscore.com/team/juk/6quhZ3m0/
00rGKJjD,Juk,REPUBLIC OF THE CONGO - LIGUE 1 - ROUND 14,https://www.flashscore.com/team/juk/00rGKJjD/
Stjmj4EU,Renaissance,DR CONGO - LIGUE 1 - ROUND 9,https://www.flashscore.com/team/renaissance/Stjmj4EU/
ll5VeAML,Aigles du Congo,DR CONGO - LIGUE 1 - ROUND 9,https://www.flashscore.com/team/aigles-du-congo/ll5VeAML/
E5gUhvoN,Renaissance,DR CONGO - LIGUE 1 - ROUND 9,https://www.flashscore.com/team/renaissance/E5gUhvoN/
fVHSnLKa,FC Renaissance,DR CONGO - LIGUE 1 - ROUND 9,https://www.flashscore.com/team/fc-renaissance/fVHSnLKa/
